order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget
SO - 0003591,2017-12-07,NARS Group,Wholesale,Product 25,6,1688.4,10130.400000000001,911.7360000000001,CA,California,West,34.10834,-117.28977,5342315.484
SO - 0003930,2017-12-07,Neutrogena Ltd,Wholesale,Product 18,7,1983.2,13882.4,1427.904,FL,Florida,South,29.65163,-82.32483,2309499.045
SO - 0004122,2017-12-07,Blogspan Ltd,Distributor,Product 11,7,1802.3,12616.1,1063.357,CA,California,West,35.76884,-119.24705,1230458.484
SO - 0006684,2017-12-07,Accord Group,Distributor,Product 3,6,1125.6000000000001,6753.6,720.3840000000001,IN,Indiana,Midwest,39.778,-86.14584,2642352.432
SO - 0007089,2017-12-07,Wise Company,Export,Product 15,11,2358.4,25942.4,1698.048,IL,Illinois,Midwest,41.51529,-87.73338,3299478.315
SO - 0010461,2017-12-07,Nexus Group,Wholesale,Product 25,9,817.4,7356.599999999999,678.4419999999999,MI,Michigan,Midwest,42.36837,-83.35271,5342315.484
SO - 000141,2017-12-07,Cogilith Group,Wholesale,Product 14,9,2405.3,21647.7,1587.4980000000003,AZ,Arizona,West,33.44838,-112.07404,4028698.4090000005
SO - 000179,2017-12-07,Rooxo Company,Distributor,Product 25,8,261.3,2090.4,143.71500000000003,FL,Florida,South,25.98731,-80.23227,5342315.484
SO - 0009875,2017-12-07,Realcube Company,Wholesale,Product 5,11,5165.7,56822.7,2996.1059999999998,CA,California,West,38.29714,-122.28553,3925424.5420000004
SO - 0009716,2017-12-07,Camido Company,Export,Product 26,12,1822.4,21868.800000000003,1093.44,FL,Florida,South,26.00315,-80.22394,5685138.2700000005
SO - 0009464,2017-12-07,Rochester Group,Wholesale,Product 13,8,3162.4,25299.2,1612.824,NY,New York,Northeast,41.05369,-73.94809,3720639.645
SO - 0010552,2017-12-07,Quaxo Ltd,Wholesale,Product 30,6,1011.7,6070.200000000001,829.5939999999999,MN,Minnesota,Midwest,44.97997,-93.26384,1011609.684
SO - 0002598,2017-12-07,Avavee Group,Export,Product 1,8,4006.6,32052.8,1762.904,WA,Washington,West,47.47038,-122.34679,3016489.209
SO - 0003066,2017-12-07,Cantrell Company,Wholesale,Product 9,12,180.9,2170.8,117.58500000000001,PA,Pennsylvania,Northeast,40.03788,-76.30551,710415.405
SO - 0003745,2017-12-07,Dynazzy Company,Wholesale,Product 14,10,971.5,9715.0,417.745,MA,Massachusetts,Northeast,42.41843,-71.10616,4028698.4090000005
SO - 0004198,2017-12-07,Wise Company,Distributor,Product 26,6,1065.3,6391.799999999999,585.9150000000001,MI,Michigan,Midwest,42.58031,-83.0302,5685138.2700000005
SO - 0005486,2017-12-07,SEINDNI Corp,Wholesale,Product 6,6,2606.3,15637.800000000001,1485.591,CA,California,West,34.95303,-120.43572,1672229.416
SO - 0006617,2017-12-07,Skinder Group,Distributor,Product 4,12,4013.3,48159.600000000006,2568.512,TX,Texas,South,32.76288,-96.58877,2885560.824
SO - 0001005,2017-12-07,Browsebug Company,Wholesale,Product 6,12,3832.4,45988.8,2682.68,FL,Florida,South,25.98731,-80.23227,1672229.416
SO - 0004075,2017-12-07,Vitz Company,Wholesale,Product 7,12,3899.4,46792.8,2612.5980000000004,MI,Michigan,Midwest,42.63892,-83.29105,889737.555
SO - 0006580,2017-12-07,Eire Corp,Distributor,Product 17,8,2881.0,23048.0,2189.56,MI,Michigan,Midwest,42.36837,-83.35271,2119616.824
SO - 0009376,2017-12-07,Zoonder Group,Wholesale,Product 25,9,3912.8,35215.200000000004,2738.96,NY,New York,Northeast,40.84989,-72.46349,5342315.484
SO - 000591,2017-12-07,Holston Company,Wholesale,Product 27,6,3912.8,23476.800000000003,2034.6560000000002,NJ,New Jersey,Northeast,39.48623,-75.02573,964940.2310000001
SO - 0003353,2017-12-07,Skyvu Group,Wholesale,Product 1,8,2217.7000000000003,17741.600000000002,1131.0270000000003,NJ,New Jersey,Northeast,40.50399,-74.34941,3016489.209
SO - 0009858,2017-12-07,Zava Group,Export,Product 4,8,1132.3,9058.4,917.163,NY,New York,Northeast,41.05369,-73.94809,2885560.824
SO - 0010756,2017-12-07,Topco Company,Wholesale,Product 17,7,3463.9,24247.3,2909.676,CT,Connecticut,Northeast,41.53815,-72.80704,2119616.824
SO - 0010439,2017-12-07,Twimbo Company,Distributor,Product 3,5,1038.5,5192.5,446.555,MA,Massachusetts,Northeast,42.7762,-71.07728,2642352.432
SO - 000229,2017-12-07,Thoughtmix Ltd,Export,Product 17,11,844.2,9286.2,565.614,IN,Indiana,Midwest,41.66997,-86.27628,2119616.824
SO - 0002428,2017-12-07,Alembic Ltd,Wholesale,Product 15,7,938.0,6566.0,515.9000000000001,MA,Massachusetts,Northeast,42.20668,-70.94585000000001,3299478.315
SO - 0002665,2017-12-07,True Ltd,Distributor,Product 2,5,2954.7000000000003,14773.500000000002,1300.0680000000002,FL,Florida,South,26.33981,-81.7787,3050087.565
SO - 0003688,2017-12-07,True Ltd,Distributor,Product 6,11,1842.5,20267.5,773.85,IL,Illinois,Midwest,42.0299,-87.97733,1672229.416
SO - 0005996,2017-12-07,Bath Group,Distributor,Product 25,12,2479.0,29748.0,1512.19,FL,Florida,South,26.65868,-80.24144,5342315.484
SO - 0006612,2017-12-07,Centizu Company,Wholesale,Product 18,5,3946.3,19731.5,1933.6870000000001,WA,Washington,West,46.23958,-119.10057,2309499.045
SO - 0008303,2017-12-07,Camido Company,Wholesale,Product 11,12,1762.1000000000001,21145.2,1180.6070000000002,KS,Kansas,Midwest,39.11417,-94.62746,1230458.484
SO - 0010184,2017-12-07,Skiptube Ltd,Wholesale,Product 25,9,254.6,2291.4,152.76,ME,Maine,Northeast,43.66147,-70.25533,5342315.484
SO - 0009988,2017-12-07,Snaptags Ltd,Wholesale,Product 9,12,2405.3,28863.600000000002,1395.074,IL,Illinois,Midwest,42.36363,-87.84479,710415.405
SO - 0001925,2017-12-08,Buzzbean Group,Wholesale,Product 2,11,757.1,8328.1,446.68899999999996,AZ,Arizona,West,33.1911,-111.528,3050087.565
SO - 0007923,2017-12-08,Fatz Group,Wholesale,Product 1,8,1078.7,8629.6,679.581,IA,Iowa,Midwest,41.66113,-91.53017,3016489.209
SO - 0009536,2017-12-08,Browsetype Corp,Export,Product 3,8,1849.2,14793.6,1442.376,CA,California,West,33.61891,-117.92895,2642352.432
SO - 0009419,2017-12-08,Fatz Group,Export,Product 8,6,3953.0,23718.0,1620.7299999999998,NC,North Carolina,South,35.60095,-82.55402,1085037.3290000001
SO - 0010591,2017-12-08,Zava Group,Distributor,Product 15,8,1045.2,8361.6,637.572,CA,California,West,38.02798,-121.88468,3299478.315
SO - 0001040,2017-12-08,Liberty Group,Export,Product 4,5,5728.5,28642.5,3322.5299999999997,CA,California,West,37.9577,-121.29078,2885560.824
SO - 0002991,2017-12-08,Cogidoo Company,Wholesale,Product 13,5,1078.7,5393.5,647.22,IA,Iowa,Midwest,41.57259,-93.61024,3720639.645
SO - 0005197,2017-12-08,Vinte Group,Export,Product 21,10,174.20000000000002,1742.0000000000002,102.778,CA,California,West,34.14251,-118.25508,959899.2180000001
SO - 0005633,2017-12-08,GOOD Ltd,Export,Product 6,5,3443.8,17219.0,2307.3460000000005,MN,Minnesota,Midwest,44.73191,-93.21772,1672229.416
SO - 0007657,2017-12-08,Organon Corp,Export,Product 2,7,1916.2,13413.4,1341.34,NJ,New Jersey,Northeast,40.79416,-74.02495,3050087.565
SO - 0001599,2017-12-08,Feednation Corp,Export,Product 19,7,1065.3,7457.099999999999,862.893,IL,Illinois,Midwest,41.71087,-87.75811,1645841.6
SO - 0004545,2017-12-08,Linklinks Ltd,Wholesale,Product 20,12,891.1,10693.2,695.058,IL,Illinois,Midwest,42.02803,-88.20364,2067108.1199999999
SO - 0008032,2017-12-08,Browsebug Company,Distributor,Product 4,8,2311.5,18492.0,1964.7749999999999,FL,Florida,South,27.29393,-80.35033,2885560.824
SO - 0008164,2017-12-08,Linklinks Ltd,Export,Product 11,5,3953.0,19765.0,2688.0400000000004,NJ,New Jersey,Northeast,40.48622,-74.45182,1230458.484
SO - 0009627,2017-12-08,Vimbo Company,Export,Product 22,9,1031.8,9286.199999999999,753.2139999999999,CA,California,West,33.20004,-117.24254,663601.902
SO - 0001762,2017-12-08,EMD Group,Distributor,Product 5,7,1319.9,9239.300000000001,963.527,CA,California,West,34.13973,-118.03534,3925424.5420000004
SO - 0004255,2017-12-08,Rochester Group,Distributor,Product 14,8,5038.400000000001,40307.200000000004,3627.648,TX,Texas,South,32.90983,-96.63033,4028698.4090000005
SO - 0004657,2017-12-08,Twinte Group,Export,Product 26,7,1782.2,12475.4,962.388,CA,California,West,34.50083,-117.18588,5685138.2700000005
SO - 0006305,2017-12-08,Topiczoom Corp,Wholesale,Product 15,8,2934.6,23476.8,1643.3760000000002,IL,Illinois,Midwest,39.80172,-89.64371,3299478.315
SO - 0007675,2017-12-08,BB17 Company,Wholesale,Product 6,10,1132.3,11323.0,600.119,NY,New York,Northeast,42.88645,-78.87837,1672229.416
SO - 000481,2017-12-08,Buzzshare Company,Wholesale,Product 18,7,958.1,6706.7,536.5360000000001,NY,New York,Northeast,40.72833,-73.99417,2309499.045
SO - 000733,2017-12-08,Voonyx Group,Export,Product 4,7,1072.0,7504.0,836.1600000000001,PA,Pennsylvania,Northeast,40.60843,-75.49018,2885560.824
SO - 0001788,2017-12-08,Snaptags Ltd,Distributor,Product 14,8,1869.3,14954.4,766.4129999999999,CA,California,West,38.35658,-121.98774,4028698.4090000005
SO - 0002551,2017-12-08,Gigabox Group,Export,Product 26,11,3859.2000000000003,42451.200000000004,1929.6000000000001,IL,Illinois,Midwest,41.86614,-88.10701,5685138.2700000005
SO - 0004324,2017-12-08,Zooxo Ltd,Wholesale,Product 29,11,1105.5,12160.5,442.20000000000005,TX,Texas,South,30.08605,-94.10185,594471.5700000001
SO - 0006358,2017-12-08,Twinte Group,Wholesale,Product 21,6,1996.6000000000001,11979.6,1098.13,PA,Pennsylvania,Northeast,40.15511,-74.82877,959899.2180000001
SO - 0006861,2017-12-08,BB17 Company,Wholesale,Product 7,5,3678.3,18391.5,2427.6780000000003,IL,Illinois,Midwest,41.7543,-87.97753,889737.555
SO - 0007811,2017-12-08,Viva Ltd,Wholesale,Product 1,10,2418.7000000000003,24187.000000000004,1330.2850000000003,IL,Illinois,Midwest,42.19779,-87.94553,3016489.209
SO - 0010409,2017-12-08,Fred's Company,Wholesale,Product 14,9,2318.2000000000003,20863.800000000003,1089.554,FL,Florida,South,28.01057,-82.57732,4028698.4090000005
SO - 0009955,2017-12-08,Arbor Company,Wholesale,Product 3,11,2720.2000000000003,29922.200000000004,2176.1600000000003,CT,Connecticut,Northeast,41.7607,-72.60765,2642352.432
SO - 0008671,2017-12-08,sanofi-ave Group,Wholesale,Product 11,5,3953.0,19765.0,2095.09,OK,Oklahoma,South,36.12795,-95.90232,1230458.484
SO - 0008107,2017-12-08,Mita Corp,Distributor,Product 12,6,2579.5,15477.0,1031.8,MA,Massachusetts,Northeast,42.3751,-71.10561,1356976.996
SO - 0006164,2017-12-08,SAFEWAY Ltd,Distributor,Product 12,10,3979.8,39798.0,3303.234,LA,Louisiana,South,29.95465,-90.07507,1356976.996
SO - 0009161,2017-12-08,Unit Ltd,Wholesale,Product 20,7,1078.7,7550.900000000001,539.35,MN,Minnesota,Midwest,45.07246,-93.45579,2067108.1199999999
SO - 0002748,2017-12-09,NARS Group,Wholesale,Product 13,6,174.20000000000002,1045.2,146.328,CA,California,West,34.09223,-117.43505,3720639.645
SO - 0004426,2017-12-09,Zoonoodle Ltd,Wholesale,Product 26,10,234.5,2345.0,159.46,NJ,New Jersey,Northeast,39.99426,-74.16615,5685138.2700000005
SO - 0004624,2017-12-09,Nexus Group,Wholesale,Product 17,8,1721.9,13775.2,688.7600000000001,CT,Connecticut,Northeast,41.53815,-72.80704,2119616.824
SO - 0007210,2017-12-09,BTA Corp,Wholesale,Product 8,6,2666.6,15999.599999999999,1546.628,CA,California,West,33.77974,-116.46529,1085037.3290000001
SO - 0008072,2017-12-09,Devpoint Group,Wholesale,Product 29,8,1721.9,13775.2,1033.14,CT,Connecticut,Northeast,41.76204,-72.74204,594471.5700000001
SO - 0008580,2017-12-09,CARDINAL Group,Wholesale,Product 16,10,1132.3,11323.0,905.84,WA,Washington,West,47.30377,-122.21,2062061.144
SO - 000403,2017-12-09,Twimbo Company,Distributor,Product 25,12,1085.4,13024.800000000001,792.3420000000001,FL,Florida,South,26.00315,-80.22394,5342315.484
SO - 0004100,2017-12-09,Accord Group,Wholesale,Product 20,6,1018.4,6110.4,478.64799999999997,MS,Mississippi,South,30.36742,-89.09282,2067108.1199999999
SO - 0005511,2017-12-09,CARDINAL Group,Wholesale,Product 18,12,2331.6,27979.199999999997,1445.5919999999999,GA,Georgia,South,34.03945,-84.35095,2309499.045
SO - 0005623,2017-12-09,Blogtags Ltd,Wholesale,Product 24,12,201.0,2412.0,166.82999999999998,IA,Iowa,Midwest,42.03471,-93.61994,756557.97
SO - 0007720,2017-12-09,Quimm Company,Distributor,Product 1,11,214.4,2358.4,115.77600000000001,FL,Florida,South,26.00315,-80.22394,3016489.209
SO - 0010300,2017-12-09,Natures Group,Wholesale,Product 24,10,3651.5,36515.0,2446.505,CA,California,West,37.90631,-122.06496,756557.97
SO - 000978,2017-12-09,Organon Corp,Wholesale,Product 24,8,180.9,1447.2,135.675,CA,California,West,36.33023,-119.29206,756557.97
SO - 0001872,2017-12-09,Voonyx Group,Export,Product 25,5,2237.8,11189.0,1029.3880000000001,IL,Illinois,Midwest,41.50829,-88.08257,5342315.484
SO - 0003662,2017-12-09,Topco Company,Distributor,Product 2,8,1742.0,13936.0,1027.78,MN,Minnesota,Midwest,44.8408,-93.29828,3050087.565
SO - 0003970,2017-12-09,Viva Ltd,Wholesale,Product 25,7,1005.0,7035.0,613.05,CO,Colorado,West,39.91942,-104.94281,5342315.484
SO - 0005237,2017-12-09,Brightdog Corp,Wholesale,Product 3,7,261.3,1829.1000000000001,107.133,NJ,New Jersey,Northeast,40.76732,-74.20487,2642352.432
SO - 0005392,2017-12-09,Jaxbean Group,Wholesale,Product 26,5,1085.4,5427.0,835.758,MI,Michigan,Midwest,42.33143,-83.04575,5685138.2700000005
SO - 0009554,2017-12-09,sanofi-ave Group,Distributor,Product 6,11,1065.3,11718.3,511.34399999999994,MI,Michigan,Midwest,42.48948,-83.14465,1672229.416
SO - 000867,2017-12-09,Yodoo Ltd,Distributor,Product 3,12,1098.8,13185.599999999999,670.2679999999999,CA,California,West,32.79477,-116.96253,2642352.432
SO - 0005924,2017-12-09,Unit Ltd,Wholesale,Product 19,5,5179.1,25895.5,2434.177,CA,California,West,38.60336,-121.38005,1645841.6
SO - 0007353,2017-12-09,EMD Group,Export,Product 14,11,5092.0,56012.0,4226.36,CA,California,West,38.02798,-121.88468,4028698.4090000005
SO - 0007509,2017-12-09,Mydeo Ltd,Distributor,Product 25,6,3557.7000000000003,21346.2,1814.4270000000001,CT,Connecticut,Northeast,41.67176,-72.94927,5342315.484
SO - 0010044,2017-12-09,Talane Group,Wholesale,Product 16,12,1005.0,12060.0,824.0999999999999,IL,Illinois,Midwest,40.47578,-88.96991,2062061.144
SO - 0010518,2017-12-09,Yombu Corp,Wholesale,Product 21,6,837.5,5025.0,619.75,MI,Michigan,Midwest,42.32115,-85.17971,959899.2180000001
SO - 0001301,2017-12-09,Realpoint Corp,Export,Product 5,6,234.5,1407.0,194.635,FL,Florida,South,26.25175,-80.17894,3925424.5420000004
SO - 0001420,2017-12-09,Linkbuzz Ltd,Wholesale,Product 30,11,1098.8,12086.8,813.112,RI,Rhode Island,Northeast,41.77982,-71.43728,1011609.684
SO - 0004398,2017-12-09,Quimm Company,Distributor,Product 23,10,3959.7000000000003,39597.0,1940.2530000000002,TX,Texas,South,33.57786,-101.85517,1135815.7580000001
SO - 0010340,2017-12-09,Holston Company,Wholesale,Product 29,12,1159.1000000000001,13909.2,579.5500000000001,KS,Kansas,Midwest,39.04833,-95.67804,594471.5700000001
SO - 0003121,2017-12-09,Mita Corp,Export,Product 12,6,1172.5,7035.0,656.6,IL,Illinois,Midwest,41.948,-87.98061,1356976.996
SO - 0003630,2017-12-09,Aveda Group,Distributor,Product 13,11,194.3,2137.3,163.21200000000002,AL,Alabama,South,34.57332,-86.99214,3720639.645
SO - 0005621,2017-12-09,Pixoboo Corp,Distributor,Product 14,11,6023.3,66256.3,3915.1450000000004,CT,Connecticut,Northeast,41.78232,-72.61203,4028698.4090000005
SO - 0006841,2017-12-09,Flipstorm Group,Export,Product 1,5,3819.0,19095.0,2864.25,CA,California,West,33.84918,-118.38841,3016489.209
SO - 0009712,2017-12-09,Linkbuzz Ltd,Wholesale,Product 25,10,1072.0,10720.0,761.12,MO,Missouri,Midwest,39.76861,-94.84663,5342315.484
SO - 0009834,2017-12-09,Dazzlesphe Corp,Distributor,Product 2,9,1031.8,9286.199999999999,794.486,WA,Washington,West,47.67323,-117.23937,3050087.565
SO - 0003229,2017-12-10,Terumo Corp,Wholesale,Product 19,7,3973.1,27811.7,1708.433,FL,Florida,South,26.62535,-81.6248,1645841.6
SO - 0004153,2017-12-10,Jaxbean Group,Wholesale,Product 8,5,268.0,1340.0,179.56,CO,Colorado,West,38.25445,-104.60914,1085037.3290000001
SO - 0006611,2017-12-10,American Corp,Export,Product 25,7,201.0,1407.0,98.49,TX,Texas,South,26.30174,-98.16334,5342315.484
SO - 0006961,2017-12-10,WOONSOCKET Corp,Wholesale,Product 4,12,3624.7000000000003,43496.4,2646.031,CA,California,West,37.6391,-120.99688,2885560.824
SO - 0007119,2017-12-10,Tambee Company,Wholesale,Product 3,8,254.6,2036.8,142.57600000000002,MD,Maryland,South,38.98067,-77.10026,2642352.432
SO - 0007217,2017-12-10,Vimbo Company,Distributor,Product 9,11,1011.7,11128.7,789.1260000000001,MI,Michigan,Midwest,42.58031,-83.0302,710415.405
SO - 0009730,2017-12-10,H Ltd,Wholesale,Product 25,6,2445.5,14673.0,1980.855,MI,Michigan,Midwest,42.66198,-83.38792,5342315.484
SO - 0010606,2017-12-10,American Corp,Wholesale,Product 23,5,1762.1000000000001,8810.5,1444.922,NJ,New Jersey,Northeast,40.72386,-74.23252,1135815.7580000001
SO - 000333,2017-12-10,Flipbug Ltd,Wholesale,Product 27,8,1185.9,9487.2,948.7200000000001,TN,Tennessee,South,35.04563,-85.30968,964940.2310000001
SO - 0005058,2017-12-10,Walgreen Corp,Wholesale,Product 5,8,1031.8,8254.4,825.44,CA,California,West,33.99307,-117.96868,3925424.5420000004
SO - 0007820,2017-12-10,Linkbuzz Ltd,Wholesale,Product 20,7,837.5,5862.5,544.375,IL,Illinois,Midwest,41.84333,-87.79093,2067108.1199999999
SO - 0009057,2017-12-10,NARS Group,Wholesale,Product 5,10,971.5,9715.0,437.175,PA,Pennsylvania,Northeast,40.60843,-75.49018,3925424.5420000004
SO - 0009289,2017-12-10,Fred's Company,Wholesale,Product 26,7,1246.2,8723.4,573.2520000000001,CT,Connecticut,Northeast,41.05343,-73.53873,5685138.2700000005
SO - 0003795,2017-12-10,Roomm Company,Distributor,Product 16,12,1299.8,15597.599999999999,961.852,NH,New Hampshire,Northeast,42.99564,-71.45479,2062061.144
SO - 0007612,2017-12-10,US Ltd,Distributor,Product 25,6,1165.8,6994.799999999999,617.874,IL,Illinois,Midwest,41.94563,-88.08462,5342315.484
SO - 0010708,2017-12-10,Golden Corp,Wholesale,Product 30,8,5152.3,41218.4,2576.15,PA,Pennsylvania,Northeast,41.40897,-75.66241,1011609.684
SO - 0001852,2017-12-10,Accudial Company,Distributor,Product 4,6,1902.8,11416.8,1255.848,IL,Illinois,Midwest,41.74917,-88.16202,2885560.824
SO - 0001980,2017-12-10,Cogidoo Company,Wholesale,Product 17,8,871.0,6968.0,574.86,PA,Pennsylvania,Northeast,39.94901,-75.28912,2119616.824
SO - 0006552,2017-12-10,Jabbercube Corp,Wholesale,Product 14,9,6123.8,55114.200000000004,3306.8520000000003,CA,California,West,38.58046,-121.53023,4028698.4090000005
SO - 0007049,2017-12-10,The Ltd,Export,Product 22,7,180.9,1266.3,141.102,NV,Nevada,West,36.10803,-115.245,663601.902
SO - 0009288,2017-12-10,Arbor Company,Wholesale,Product 15,9,951.4,8562.6,428.13,TX,Texas,South,32.56919,-97.12053,3299478.315
SO - 0009924,2017-12-10,Aibox Company,Wholesale,Product 12,10,2532.6,25326.0,1696.842,CA,California,West,33.75918,-118.00673,1356976.996
SO - 0001258,2017-12-10,Accudial Company,Distributor,Product 4,6,1072.0,6432.0,621.76,WA,Washington,West,47.25288,-122.44429,2885560.824
SO - 0001935,2017-12-10,Fred's Company,Distributor,Product 18,9,2887.7000000000003,25989.300000000003,1212.834,WA,Washington,West,47.32232,-122.31262,2309499.045
SO - 0002457,2017-12-10,Divanoodle Ltd,Distributor,Product 29,5,5514.1,27570.5,4025.293,TX,Texas,South,30.51457,-97.81922,594471.5700000001
SO - 0002627,2017-12-10,Buzzshare Company,Wholesale,Product 16,11,3912.8,43040.8,3091.112,KS,Kansas,Midwest,38.8814,-94.81913,2062061.144
SO - 0003863,2017-12-10,Vitz Company,Wholesale,Product 16,5,241.20000000000002,1206.0,96.48000000000002,MT,Montana,West,45.78329,-108.50069,2062061.144
SO - 0005822,2017-12-10,Aldi Ltd,Wholesale,Product 14,9,1045.2,9406.800000000001,888.42,IL,Illinois,Midwest,42.02911,-88.08951,4028698.4090000005
SO - 0006736,2017-12-10,Janyx Group,Distributor,Product 17,9,3852.5,34672.5,2311.5,CA,California,West,34.05529,-117.75228,2119616.824
SO - 0009800,2017-12-10,Janyx Group,Wholesale,Product 13,8,3886.0,31088.0,2215.02,MO,Missouri,Midwest,37.19415,-93.2913,3720639.645
SO - 0010344,2017-12-10,BTA Corp,Wholesale,Product 8,6,2666.6,15999.599999999999,1546.628,MI,Michigan,Midwest,42.3242,-83.40021,1085037.3290000001
SO - 0002199,2017-12-10,Zooveo Company,Export,Product 14,10,1152.4,11524.0,507.05600000000004,TN,Tennessee,South,35.61452,-88.81395,4028698.4090000005
SO - 0005323,2017-12-10,Cantrell Company,Distributor,Product 25,8,1922.9,15383.2,999.9080000000001,GA,Georgia,South,30.8327,-83.27849,5342315.484
SO - 0005476,2017-12-10,Dazzlesphe Corp,Wholesale,Product 26,11,1072.0,11792.0,493.12,CA,California,West,34.21639,-119.0376,5685138.2700000005
SO - 0005713,2017-12-10,Nlounge Ltd,Wholesale,Product 10,12,2391.9,28702.800000000003,1387.302,IN,Indiana,Midwest,39.11904,-86.51979,864331.624
SO - 0006097,2017-12-10,Zoomdog Corp,Wholesale,Product 25,8,2010.0,16080.0,1386.8999999999999,CA,California,West,38.61713,-121.32828,5342315.484
SO - 0006649,2017-12-10,Cogilith Group,Distributor,Product 25,7,1018.4,7128.8,672.144,IA,Iowa,Midwest,41.57259,-93.61024,5342315.484
